LoanAmount,City,State,Zip,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,DaysApprovedSinceMay1st
140844.0,ALBUQUERQUE,NM,87111,Corporation,Unanswered,Unanswered,Unanswered,N,17.0,2020-05-03,"Bank of America, National Association",NM-01,32
140832.0,Albuquerque,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-03,Cross River Bank,NM-01,32
140800.0,FARMINGTON,NM,87401,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,18.0,2020-04-03,The Citizens Bank,NM-03,2
140800.0,ALBUQUERQUE,NM,87105,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,16.0,2020-04-13,Enterprise Bank & Trust,NM-01,12
140700.0,FARMINGTON,NM,87402,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,24.0,2020-04-09,The Citizens Bank,NM-03,8
140634.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,25.0,2020-05-28,Accion,NM-01,57
140600.0,EL PRADO,NM,87529,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,13.0,2020-04-28,"Community Banks of Colorado, A Division of",NM-03,27
140555.75,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,N,3.0,2020-04-10,Century Bank,NM-02,9
140525.0,BLOOMFIELD,NM,87413,Corporation,Hispanic,Male Owned,Non-Veteran,N,3.0,2020-04-13,"TBK Bank, SSB",NM-03,12
140500.0,SANTA FE,NM,87505,Corporation,White,Female Owned,Unanswered,N,25.0,2020-04-13,New Mexico Bank & Trust,NM-03,12
140500.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-30,Frost Bank,NM-01,29
140500.0,RED RIVER,NM,87558,Subchapter S Corporation,White,Male Owned,Unanswered,N,21.0,2020-04-08,Centinel Bank of Taos,NM-03,7
140472.0,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-15,"Sunflower Bank, National Association",NM-03,14
140412.0,ALBUQUERQUE,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,21.0,2020-04-28,BBVA USA,NM-01,27
140394.0,Albuquerque,NM,87107,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,18.0,2020-04-29,Bank of the West,NM-01,28
140385.0,LOS RANCHOS,NM,87114,Corporation,Unanswered,Female Owned,Unanswered,N,30.0,2020-04-07,Main Bank,NM-01,6
140300.0,Albuquerque,NM,87113,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,N,12.0,2020-04-27,US Eagle FCU,NM-01,26
140260.0,ALBUQUERQUE,NM,87122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,15.0,2020-05-28,Accion,NM-01,57
140200.0,ALBUQUERQUE,NM,87112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,17.0,2020-04-14,New Mexico Bank & Trust,NM-01,13
140200.0,Albuquerque,NM,87122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,17.0,2020-05-18,Enterprise Bank & Trust,NM-01,47
140173.0,CLOVIS,NM,88101,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-27,"Farm Credit Services of America, ACA",NM-03,26
140100.0,TATUM,NM,88267,Corporation,White,Male Owned,Non-Veteran,N,17.0,2020-04-03,Western Commerce Bank,NM-02,2
140100.0,SANTA FE,NM,87508,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,20.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
140000.0,Animas,NM,88020,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,2020-04-29,Live Oak Banking Company,NM-02,28
140000.0,SANTA FE,NM,87501,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Century Bank,NM-03,28
140000.0,CARLSBAD,NM,88220,Corporation,White,Male Owned,Non-Veteran,N,69.0,2020-04-27,Western Commerce Bank,NM-02,26
139900.0,SANTA FE,NM,87508,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,18.0,2020-04-27,Enterprise Bank & Trust,NM-03,26
139885.0,ALBUQUERQUE,NM,87112,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,2020-04-08,Main Bank,NM-01,7
139881.0,RIO RANCHO,NM,87144,Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"Bank of America, National Association",NM-03,32
139871.07,LAS CRUCES,NM,88012,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-06,Citizens Bank of Las Cruces,NM-02,5
139800.0,ARTESIA,NM,88210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-04-10,First American Bank,NM-02,9
139675.0,ALBUQUERQUE,NM,87113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-13,"Texas Capital Bank, National Association",NM-01,12
139647.0,CLOVIS,NM,88101,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,Y,30.0,2020-04-16,"U.S. Bank, National Association",NM-03,15
139585.0,Las Cruces,NM,88003,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,14.0,2020-04-30,Cross River Bank,NM-02,29
139576.0,ALBUQUERQUE,NM,87111,Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-12,BBVA USA,NM-01,11
139492.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
139486.0,Santa Fe,NM,87501,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,22.0,2020-04-12,"Sunflower Bank, National Association",NM-03,11
139476.9,Albuquerque,NM,87109,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,10.0,2020-04-10,Sandia Laboratory FCU,NM-01,9
139414.27,ALBUQUERQUE,NM,87102,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,N,3.0,2020-04-11,"TBK Bank, SSB",NM-01,10
139400.0,CHAPARRAL,NM,88081,Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-11,First American Bank,NM-02,10
139322.0,ALBUQUERQUE,NM,87109,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
139317.0,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-13,InBank,NM-03,12
139312.95,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Black or African American,Male Owned,Non-Veteran,N,35.0,2020-04-27,"Washington Federal Bank, National Association",NM-01,26
139300.0,TAOS,NM,87571,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,0.0,2020-04-29,First Horizon Bank,NM-03,28
139211.6,ESPANOLA,NM,87532,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Century Bank,NM-03,28
139200.0,ALBUQUERQUE,NM,87107,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,29.0,2020-04-15,"BOKF, National Association",NM-01,14
139200.0,Albuquerque,NM,87102,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,N,23.0,2020-04-15,Nusenda FCU,NM-01,14
139128.0,ARTESIA,NM,88211,Corporation,Unanswered,Unanswered,Unanswered,N,15.0,2020-04-27,"Western Bank, Artesia, New Mexico",NM-02,26
139000.0,DEMING,NM,88030,Corporation,White,Male Owned,Unanswered,N,27.0,2020-04-04,First Savings Bank,NM-02,3
139000.0,SANTA FE,NM,87505,Corporation,Unanswered,Male Owned,Unanswered,N,3.0,2020-04-28,CNB Bank,NM-03,27
138973.0,GALLUP,NM,87301,Sole Proprietorship,Hispanic,Male Owned,Non-Veteran,N,34.0,2020-04-07,Bank of Colorado,NM-03,6
138958.0,ALBUQUERQUE,NM,87102,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-06,Southwest Capital Bank,NM-01,5
138900.0,FARMINGTON,NM,87401,Corporation,Unanswered,Unanswered,Unanswered,N,16.0,2020-04-29,The Citizens Bank,NM-03,28
138900.0,HOBBS,NM,88240,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,10.0,2020-04-14,First American Bank,NM-02,13
138900.0,LOVINGTON,NM,88260,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,N,10.0,2020-05-15,Western Commerce Bank,NM-02,44
138856.0,ALBUQUERQUE,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-30,"Wells Fargo Bank, National Association",NM-01,29
138848.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Columbia State Bank,NM-01,27
138700.0,FARMINGTON,NM,87401,Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-03,Four Corners Community Bank,NM-03,2
138700.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,20.0,2020-04-07,Enterprise Bank & Trust,NM-03,6
138700.0,CARLSBAD,NM,88220,Limited  Liability Company(LLC),Hispanic,Female Owned,Non-Veteran,N,8.0,2020-04-15,Western Commerce Bank,NM-02,14
138600.0,Aztec,NM,87410,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,0.0,2020-04-07,Live Oak Banking Company,NM-03,6
138587.27,CARLSBAD,NM,88220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-27,"TBK Bank, SSB",NM-02,26
138436.49,Gallup,NM,87301,Corporation,Unanswered,Unanswered,Unanswered,N,36.0,2020-06-17,"Washington Federal Bank, National Association",NM-03,77
138400.0,LAS CRUCES,NM,88001,Corporation,Unanswered,Unanswered,Unanswered,N,60.0,2020-04-09,Bank of the Southwest,NM-02,8
138400.0,Albuquerque,NM,87102,Corporation,Unanswered,Female Owned,Unanswered,N,12.0,2020-04-27,US Eagle FCU,NM-01,26
138400.0,ALBUQUERQUE,NM,87110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,N,17.0,2020-04-14,FirstBank,NM-01,13
138400.0,FARMINGTON,NM,87402,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,13.0,2020-04-15,"Zions Bank, A Division of",NM-03,14
138300.0,HOBBS,NM,88240,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,14.0,2020-04-08,First American Bank,NM-02,7
138300.0,LAS CRUCES,NM,88001,Corporation,Unanswered,Male Owned,Veteran,N,17.0,2020-04-09,United Bank of El Paso del Norte,NM-02,8
138289.0,ALBUQUERQUE,NM,87109,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18.0,2020-04-29,Southwest Capital Bank,NM-01,28
138260.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,13.0,2020-06-19,"U.S. Bank, National Association",NM-01,79
138200.0,ALBUQUERQUE,NM,87102,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,18.0,2020-04-15,New Mexico Bank & Trust,NM-01,14
138190.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Century Bank,NM-01,28
138190.0,ALBUQUERQUE,NM,87104,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,31.0,2020-04-27,Accion,NM-01,26
138185.49,Gamerco,NM,87317,Partnership,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-27,"Washington Federal Bank, National Association",NM-03,26
138100.0,CLOVIS,NM,88101,Corporation,Unanswered,Unanswered,Unanswered,N,51.0,2020-04-29,New Mexico Bank & Trust,NM-03,28
138000.0,ARTESIA,NM,88210,Limited  Liability Company(LLC),Hispanic,Male Owned,Veteran,N,12.0,2020-04-09,First American Bank,NM-02,8
137958.75,ALBUQUERQUE,NM,87120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-12,Century Bank,NM-01,11
137907.0,LAS CRUCES,NM,88011,Partnership,Unanswered,Male Owned,Unanswered,N,13.0,2020-04-09,First New Mexico Bank Las Cruces,NM-02,8
137900.0,DEXTER,NM,88230,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,6.0,2020-04-12,First American Bank,NM-02,11
137805.93,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-15,Century Bank,NM-03,14
137800.0,RIO RANCHO,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,26.0,2020-04-14,"BOKF, National Association",NM-03,13
137800.0,ALBUQUERQUE,NM,87105,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,20.0,2020-04-28,New Mexico Bank & Trust,NM-01,27
137796.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,10.0,2020-04-09,Century Bank,NM-01,8
137770.0,LAS CRUCES,NM,88005,Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-08,Citizens Bank of Las Cruces,NM-02,7
137700.0,Dona Ana,NM,88032,Sole Proprietorship,Hispanic,Male Owned,Non-Veteran,N,18.0,2020-04-27,Bank of the Southwest,NM-02,26
137700.0,WHITE ROCK,NM,87547,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,20.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
137700.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),White,Male Owned,Veteran,N,12.0,2020-04-14,Western Commerce Bank,NM-01,13
137549.0,LAS CRUCES,NM,88011,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-02,32
137500.0,ALCALDE,NM,87511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,10.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
137445.0,FARMINGTON,NM,87401,Corporation,Unanswered,Unanswered,Unanswered,N,47.0,2020-04-08,Four Corners Community Bank,NM-03,7
137400.0,ALBUQUERQUE,NM,87110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13.0,2020-04-15,"BOKF, National Association",NM-01,14
137400.0,HOBBS,NM,88240,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,46.0,2020-04-09,First American Bank,NM-02,8
137300.0,Gallup,NM,87301,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,N,26.0,2020-04-10,Nusenda FCU,NM-03,9
137292.5,ALBUQUERQUE,NM,87112,Subchapter S Corporation,White,Unanswered,Unanswered,N,9.0,2020-04-09,The Citizens Bank of Clovis,NM-01,8
137289.0,ALBUQUERQUE,NM,87110,Professional Association,Unanswered,Unanswered,Unanswered,N,14.0,2020-06-24,"U.S. Bank, National Association",NM-01,84
137212.0,GALLUP,NM,87301,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,21.0,2020-04-27,Bank of Colorado,NM-03,26
137200.0,SANTA FE,NM,87592,Corporation,Unanswered,Unanswered,Unanswered,N,22.0,2020-04-28,New Mexico Bank & Trust,NM-03,27
137185.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,11.0,2020-04-09,Four Corners Community Bank,NM-03,8
137100.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,26.0,2020-04-15,Alaska USA FCU,NM-01,14
137100.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,19.0,2020-04-13,New Mexico Bank & Trust,NM-01,12
137100.0,CARLSBAD,NM,88220,Corporation,White,Male Owned,Non-Veteran,N,41.0,2020-04-27,Western Commerce Bank,NM-02,26
137100.0,ALBUQUERQUE,NM,87102,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-27,New Mexico Bank & Trust,NM-01,26
137000.0,HOBBS,NM,88241,Corporation,White,Male Owned,Unanswered,N,8.0,2020-04-27,Western Commerce Bank,NM-02,26
137000.0,CARLSBAD,NM,88220,Corporation,White,Male Owned,Veteran,N,17.0,2020-04-27,Western Commerce Bank,NM-02,26
137000.0,CARLSBAD,NM,88220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,28.0,2020-04-07,First American Bank,NM-02,6
137000.0,ALBUQUERQUE,NM,87114,Corporation,Unanswered,Unanswered,Unanswered,N,14.0,2020-04-08,"BOKF, National Association",NM-01,7
136963.0,SANTA TERESA,NM,88008,Corporation,Unanswered,Male Owned,Unanswered,N,24.0,2020-04-30,"Bank of America, National Association",NM-02,29
136935.0,CLOVIS,NM,88101,Corporation,Unanswered,Unanswered,Unanswered,N,24.0,2020-04-11,The Bank of Clovis,NM-03,10
136800.0,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,22.0,2020-04-10,New Mexico Bank & Trust,NM-01,9
136800.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,11.0,2020-04-11,"BOKF, National Association",NM-01,10
136800.0,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,21.0,2020-04-08,First American Bank,NM-01,7
136700.0,ALBUQUERQUE,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,14.0,2020-04-15,"BOKF, National Association",NM-01,14
136700.0,SANTA FE,NM,87507,Corporation,Hispanic,Male Owned,Non-Veteran,N,54.0,2020-04-12,New Mexico Bank & Trust,NM-03,11
136612.0,ALBUQUERQUE,NM,87113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,16.0,2020-04-15,Bank of the West,NM-01,14
136400.0,AZTEC,NM,87410,Corporation,Unanswered,Unanswered,Unanswered,N,13.0,2020-04-03,Four Corners Community Bank,NM-03,2
136400.0,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,15.0,2020-04-09,First American Bank,NM-01,8
136331.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,11.0,2020-05-03,"Bank of America, National Association",NM-01,32
136229.0,SANTA FE,NM,87506,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,28.0,2020-05-01,"Bank of America, National Association",NM-03,30
136200.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,9.0,2020-04-15,New Mexico Bank & Trust,NM-03,14
136200.0,CARLSBAD,NM,88220,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,24.0,2020-04-15,Western Commerce Bank,NM-02,14
136200.0,SANTA FE,NM,87501,Corporation,Unanswered,Female Owned,Unanswered,N,12.0,2020-04-06,Amarillo National Bank,NM-03,5
136019.0,Albuquerque,NM,87102,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,N,8.0,2020-04-15,Nusenda FCU,NM-01,14
136011.0,ALBUQUERQUE,NM,87106,Corporation,Unanswered,Unanswered,Unanswered,N,26.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
135900.0,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-04-29,First-Citizens Bank & Trust Company,NM-03,28
135900.0,SANTA FE,NM,87505,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,26.0,2020-04-28,New Mexico Bank & Trust,NM-03,27
135872.0,Las Cruces,NM,88005,Corporation,Unanswered,Unanswered,Unanswered,N,32.0,2020-04-27,Allegiance Bank,NM-02,26
135787.0,ALBUQUERQUE,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,13.0,2020-04-30,"Bank of America, National Association",NM-01,29
135700.0,Santa Fe,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,14.0,2020-06-15,Enterprise Bank & Trust,NM-03,75
135700.0,ARTESIA,NM,88210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,11.0,2020-04-14,First American Bank,NM-02,13
135610.0,Santa Fe,NM,87505,Corporation,Unanswered,Male Owned,Unanswered,N,15.0,2020-05-07,Accion,NM-03,36
135602.0,CORRALES,NM,87048,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,N,11.0,2020-04-06,Main Bank,NM-03,5
135520.0,ALBUQUERQUE,NM,87102,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,19.0,2020-04-12,Bank of the West,NM-01,11
135516.0,Albuquerque,NM,87109,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,35.0,2020-04-14,BBVA USA,NM-01,13
135511.05,Roswell,NM,88203,Corporation,Unanswered,Unanswered,Unanswered,N,13.0,2020-04-09,Valley Bank of Commerce,NM-02,8
135500.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),White,Female Owned,Unanswered,N,30.0,2020-04-15,New Mexico Bank & Trust,NM-03,14
135493.0,RIO RANCHO,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,38.0,2020-04-28,Accion,NM-03,27
135437.0,BELEN,NM,87002,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,31.0,2020-05-03,"U.S. Bank, National Association",NM-02,32
135400.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,11.0,2020-04-08,"BOKF, National Association",NM-01,7
135388.0,ALBUQUERQUE,NM,87105,Corporation,Unanswered,Unanswered,Unanswered,N,12.0,2020-05-03,"Bank of America, National Association",NM-01,32
135242.0,CARLSBAD,NM,88220,Partnership,Unanswered,Unanswered,Unanswered,N,55.0,2020-07-13,Intuit Financing Inc.,NM-02,103
135200.0,SANTA FE,NM,87505,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10.0,2020-04-15,New Mexico Bank & Trust,NM-03,14
135200.0,HOBBS,NM,88240,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-10,Frost Bank,NM-02,9
135200.0,CLOUDCROFT,NM,88317,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,34.0,2020-04-05,First National Bank,NM-02,4
135200.0,SANTA FE,NM,87505,Limited  Liability Company(LLC),White,Female Owned,Unanswered,N,27.0,2020-04-14,New Mexico Bank & Trust,NM-03,13
135200.0,ALAMOGORDO,NM,88310,Corporation,Unanswered,Unanswered,Unanswered,N,14.0,2020-04-08,First American Bank,NM-02,7
135172.5,ROSWELL,NM,88201,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,21.0,2020-04-28,Valley Bank of Commerce,NM-02,27
135100.0,ALBUQUERQUE,NM,87110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,26.0,2020-04-28,"BOKF, National Association",NM-01,27
135037.82,LAS CRUCES,NM,88001,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,17.0,2020-04-10,First New Mexico Bank Las Cruces,NM-02,9
135000.0,Albuquerque,NM,87102,Limited  Liability Company(LLC),White,Unanswered,Unanswered,N,32.0,2020-04-29,"Harvest Small Business Finance, LLC",NM-01,28
135000.0,Albuquerque,NM,87107,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,N,39.0,2020-04-14,"Readycap Lending, LLC",NM-01,13
135000.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,8.0,2020-04-09,Citizens National Bank of Texas,NM-03,8
134986.0,LAS CRUCES,NM,88007,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,13.0,2020-04-13,First New Mexico Bank,NM-02,12
134887.0,LOS LUNAS,NM,87031,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-15,Bank of the West,NM-02,14
134844.0,SANTA FE,NM,87505,Corporation,Unanswered,Male Owned,Unanswered,N,20.0,2020-04-28,Main Bank,NM-03,27
134802.0,Albuquerque,NM,87123,Subchapter S Corporation,Unanswered,Male Owned,Veteran,N,19.0,2020-04-28,Accion,NM-01,27
134800.0,RIO RANCHO,NM,87144,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15.0,2020-05-07,"BOKF, National Association",NM-03,36
134780.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,25.0,2020-04-15,"U.S. Bank, National Association",NM-01,14
