rowid,consumption,income,floor_area,property_age,tenure,bedrooms,property_type,region,country,adults
1031,15910.956832649,21771.2586663059,151 to 200,Post 1999,Unknown,4,mid terraced,South East,England,1
1032,15054.7440307125,38279.7886829844,51 to 100,1984 to 1992,Unknown,3,converted flat,South East,England,2
1033,15799.2987984032,34687.5843004309,51 to 100,Post 1999,Privately rented,5,purpose built flat,South West,England,5 or more
1034,14960.927842423,34562.4227297224,Over 250,1965 to 1983,Owner-occupied,5,mid terraced,North East,England,5 or more
1035,12370.2301251138,29492.9867623543,101 to 150,Post 1999,Council/Housing Association,4,end terrace,West Midlands,England,4
1036,14095.204086468,21064.2735629637,51 to 100,1984 to 1992,Privately rented,4,unknown,West Midlands,England,2
1037,21683.1615069297,,101 to 150,Post 1999,Owner-occupied,5,purpose built flat,North West,England,2
1038,14584.0127777916,46020.2534080659,151 to 200,1965 to 1983,Owner-occupied,4,converted flat,West Midlands,England,4
1039,8944.65196940879,43136.8728798819,Over 250,Pre 1919,Owner-occupied,5,detached,South East,England,2
1040,10996.7931942784,34339.2294269806,201 to 250,1965 to 1983,Owner-occupied,4,mid terraced,South West,England,5 or more
1041,9882.42924384432,21868.7797202418,Over 250,1993 to 1999,Owner-occupied,5,bungalow,East Midlands,England,2
1042,10758.8755454054,24164.3017972015,201 to 250,Pre 1919,Owner-occupied,5,bungalow,Wales,Wales,2
1043,9190.89709283255,22358.9739959485,51 to 100,1965 to 1983,Privately rented,5,bungalow,North West,England,2
1044,3274.01347464806,27899.9362620097,Over 250,1945 to 1964,Council/Housing Association,5,purpose built flat,South West,England,3
1045,17562.4185354647,34102.4574830608,Over 250,1984 to 1992,Owner-occupied,6,detached,Wales,Wales,5 or more
1046,17522.0136507657,63427.1780824328,Over 250,1919 to 1944,Owner-occupied,4,mid terraced,York and Humber,England,4
1047,13572.2001850562,29877.0020446686,50 or less,Pre 1919,Unknown,5,end terrace,East Midlands,England,5 or more
1048,11524.0731576872,31753.7819924885,Over 250,Post 1999,Privately rented,4,semi-detached,North East,England,1
1049,11140.8127772953,28057.8296004732,51 to 100,1965 to 1983,Privately rented,5,mid terraced,East of England,England,2
1050,16387.2609555456,29146.354255323,101 to 150,1945 to 1964,Unknown,6,purpose built flat,West Midlands,England,5 or more
1051,15640.8483231778,42346.5128690308,50 or less,Pre 1919,Privately rented,5,mid terraced,York and Humber,England,5 or more
1052,16489.7838182459,30319.9530824965,Over 250,1945 to 1964,Privately rented,4,bungalow,East of England,England,2
1053,14679.3353114202,33495.33468416,51 to 100,1965 to 1983,Council/Housing Association,5,mid terraced,East Midlands,England,2
1054,17344.5637495001,33459.4292579158,201 to 250,1965 to 1983,Unknown,5,detached,South West,England,4
1055,16530.4326009217,8842.65764437492,151 to 200,Post 1999,Privately rented,4,end terrace,Wales,Wales,1
1056,17080.7388177125,41920.1930053657,51 to 100,1993 to 1999,Council/Housing Association,7,end terrace,South West,England,2
1057,16810.4397489669,37045.5859100896,51 to 100,Post 1999,Owner-occupied,5,end terrace,West Midlands,England,5 or more
1058,21865.4625580349,32558.044766025,151 to 200,1945 to 1964,Owner-occupied,7,end terrace,East Midlands,England,2
1059,10086.9734065448,41701.1274354272,51 to 100,1919 to 1944,Unknown,3,converted flat,Wales,Wales,2
1060,21199.67880846,28075.1880969152,51 to 100,1993 to 1999,Owner-occupied,7,converted flat,Wales,Wales,5 or more
1061,13212.7041888956,15400.420577982,50 or less,1965 to 1983,Unknown,4,end terrace,North West,England,1
1062,14376.9404608262,26751.4405426792,201 to 250,Post 1999,Privately rented,8,detached,South East,England,3
1063,15011.8856441973,22725.7782889717,Over 250,1919 to 1944,Council/Housing Association,5,mid terraced,Wales,Wales,5 or more
1064,12716.28599523,38927.5423732304,201 to 250,1919 to 1944,Council/Housing Association,5,mid terraced,North East,England,4
1065,3588.81731647428,23369.1437780295,101 to 150,Pre 1919,Privately rented,5,purpose built flat,York and Humber,England,4
1066,13304.0644514391,28660.2576021612,Over 250,Pre 1919,Privately rented,6,end terrace,South East,England,5 or more
1067,14840.3990282632,33717.9228873351,51 to 100,1965 to 1983,Unknown,4,converted flat,East of England,England,2
1068,7125.88764527313,17149.8004997077,Over 250,Pre 1919,Council/Housing Association,4,converted flat,London,England,1
1069,17044.4015612092,37498.3842000774,Over 250,1993 to 1999,Owner-occupied,5,purpose built flat,East of England,England,1
1070,12068.8660196764,32686.505956813,51 to 100,Post 1999,Council/Housing Association,4,converted flat,North East,England,2
1071,20935.7428588956,38957.5809487839,Over 250,Post 1999,Privately rented,5,purpose built flat,East Midlands,England,2
1072,15809.377243596,34554.8787746978,51 to 100,1919 to 1944,Owner-occupied,5,purpose built flat,London,England,2
1073,11239.2221151043,19727.9709161745,201 to 250,1945 to 1964,Owner-occupied,3,end terrace,North East,England,4
1074,15388.4058323948,42916.1821646577,151 to 200,1945 to 1964,Privately rented,5,detached,Wales,Wales,4
1075,15776.9491296051,20655.6657519684,Over 250,Pre 1919,Owner-occupied,6,mid terraced,Wales,Wales,4
1076,18616.5880375244,58185.1317703961,151 to 200,Post 1999,Owner-occupied,5,end terrace,Wales,Wales,3
1077,13978.6736511367,47972.0675328922,Over 250,Pre 1919,Council/Housing Association,7,detached,North East,England,2
1078,5843.83873930656,29644.9220374512,51 to 100,1919 to 1944,Council/Housing Association,3,bungalow,North West,England,2
1079,9024.61461449412,,201 to 250,1945 to 1964,Privately rented,6,purpose built flat,York and Humber,England,5 or more
1080,10942.7674175454,33783.3814986331,101 to 150,1984 to 1992,Privately rented,5,end terrace,South East,England,2
1081,16509.0839704249,19717.9921020448,50 or less,Post 1999,Privately rented,8,purpose built flat,South East,England,5 or more
1082,13424.6613865541,29714.6551710938,51 to 100,1919 to 1944,Council/Housing Association,6,purpose built flat,York and Humber,England,5 or more
1083,11995.6062863101,38230.4060788623,201 to 250,Pre 1919,Privately rented,4,unknown,London,England,1
1084,10995.2402766035,37710.2387912208,50 or less,1965 to 1983,Council/Housing Association,4,converted flat,London,England,1
1085,15327.4273287537,34416.1273270639,Over 250,1919 to 1944,Unknown,5,detached,East of England,England,4
1086,10968.2931695918,27596.9055224236,201 to 250,Pre 1919,Unknown,5,semi-detached,North East,England,3
1087,12934.6611821632,34220.8844172645,50 or less,Pre 1919,Unknown,4,mid terraced,North East,England,1
1088,10583.9434795508,14560.5554340104,51 to 100,1965 to 1983,Council/Housing Association,4,semi-detached,London,England,2
1089,8642.26572877053,24017.6288761956,50 or less,1965 to 1983,Unknown,6,bungalow,South East,England,5 or more
1090,18800.3294861582,54475.7120598044,51 to 100,1965 to 1983,Owner-occupied,6,detached,North West,England,3
1091,8950.06172416287,11582.3689737295,Over 250,Pre 1919,Privately rented,5,unknown,South West,England,2
1092,14977.3781896619,48999.5251670629,50 or less,1984 to 1992,Council/Housing Association,4,purpose built flat,Unknown,Unknown,2
1093,12198.7230936131,35970.1199100282,50 or less,1965 to 1983,Unknown,5,purpose built flat,Wales,Wales,5 or more
1094,10072.1403850532,25570.5185919062,51 to 100,Pre 1919,Privately rented,6,end terrace,London,England,4
1095,15783.7667609993,55485.9754939776,51 to 100,1965 to 1983,Unknown,3,purpose built flat,East Midlands,England,4
1096,16277.3945852216,34669.2437505104,Over 250,Post 1999,Privately rented,6,semi-detached,West Midlands,England,4
1097,20144.7638742648,56558.9367217497,51 to 100,Post 1999,Owner-occupied,6,purpose built flat,South East,England,2
1098,16070.5129989687,35070.9584750516,Over 250,1945 to 1964,Council/Housing Association,6,detached,North East,England,4
1099,14060.2995833178,38039.4636731133,201 to 250,1945 to 1964,Privately rented,5,purpose built flat,North West,England,2
1100,25942.4350023031,39179.2836978623,51 to 100,Post 1999,Council/Housing Association,4,detached,South East,England,2
1101,11839.2777280848,21999.3723170038,Over 250,Post 1999,Council/Housing Association,4,end terrace,North West,England,2
1102,10311.7474081075,10469.7136111038,50 or less,1984 to 1992,Unknown,4,bungalow,Unknown,Unknown,2
1103,12340.3039834552,25353.6259208347,Over 250,Pre 1919,Council/Housing Association,5,detached,London,England,3
1104,14181.2423043603,39781.8710038305,201 to 250,Post 1999,Unknown,5,purpose built flat,East Midlands,England,1
1105,17263.1733105229,25707.0972821998,51 to 100,1965 to 1983,Council/Housing Association,6,end terrace,York and Humber,England,3
1106,16464.329733221,24384.6215989174,Over 250,1945 to 1964,Owner-occupied,6,purpose built flat,West Midlands,England,5 or more
1107,14201.2901634388,28898.5368740858,201 to 250,1919 to 1944,Council/Housing Association,4,mid terraced,North East,England,5 or more
1108,10948.0135170667,31290.7192244887,151 to 200,1984 to 1992,Unknown,7,converted flat,South West,England,2
1109,19546.5761482596,33635.8973295739,51 to 100,Post 1999,Unknown,6,end terrace,Wales,Wales,3
1110,18631.5459021822,48697.5975957142,Over 250,Post 1999,Unknown,4,detached,South East,England,2
1111,11518.9072669667,33099.8309852738,50 or less,1945 to 1964,Council/Housing Association,4,converted flat,York and Humber,England,5 or more
1112,17636.2710786565,36047.0482742015,151 to 200,1945 to 1964,Council/Housing Association,6,detached,West Midlands,England,4
1113,16610.9033406489,25063.0960142862,151 to 200,Post 1999,Unknown,5,mid terraced,East Midlands,England,5 or more
1114,19190.1702230982,29162.679248984,51 to 100,Pre 1919,Owner-occupied,6,purpose built flat,South West,England,3
1115,15307.8230470863,38402.2039339915,151 to 200,1945 to 1964,Council/Housing Association,5,unknown,East of England,England,1
1116,9714.00384371926,25479.9070095711,151 to 200,1984 to 1992,Council/Housing Association,6,purpose built flat,York and Humber,England,5 or more
1117,18140.4812871379,47221.8162162113,50 or less,1993 to 1999,Owner-occupied,4,converted flat,London,England,5 or more
1118,11500.6671785414,15068.5518470302,51 to 100,1945 to 1964,Privately rented,5,purpose built flat,London,England,5 or more
1119,16947.6789758052,38837.7144078254,201 to 250,Post 1999,Council/Housing Association,5,purpose built flat,Unknown,Unknown,2
1120,21915.2997911823,35683.8171113568,50 or less,1919 to 1944,Unknown,7,converted flat,East Midlands,England,2
1121,8509.75961502397,41087.1690356509,51 to 100,1919 to 1944,Unknown,5,purpose built flat,North East,England,1
1122,21434.1964060222,44110.5784804053,201 to 250,Post 1999,Privately rented,6,end terrace,South East,England,3
1123,20526.4087778185,29638.8080981192,50 or less,Post 1999,Owner-occupied,5,mid terraced,West Midlands,England,1
1124,12366.5626209536,18965.5795066236,51 to 100,1945 to 1964,Council/Housing Association,6,end terrace,Wales,Wales,4
1125,13572.4430000218,34527.9857386793,Over 250,Pre 1919,Privately rented,5,end terrace,South West,England,1
1126,11686.2626647435,,51 to 100,1965 to 1983,Privately rented,6,mid terraced,York and Humber,England,5 or more
1127,12187.1386010524,30236.3479291595,50 or less,1984 to 1992,Privately rented,5,converted flat,York and Humber,England,5 or more
1128,17172.5623976664,34375.6222577031,201 to 250,1919 to 1944,Privately rented,5,semi-detached,North East,England,4
1129,10763.6374771135,35745.9979295921,Over 250,1919 to 1944,Owner-occupied,5,purpose built flat,London,England,2
1130,13836.0999634975,22590.8299746952,201 to 250,1919 to 1944,Owner-occupied,6,mid terraced,South East,England,5 or more
1131,14035.1491771154,65298.0472285146,Over 250,Pre 1919,Privately rented,6,detached,South West,England,5 or more
